ExamID,StudyID,FinalGrade
2055,2016.03.84,0.7040816326530612
2205,2016.03.84,0.66
2055,2016.03.83,0.5714285714285714
2205,2016.03.83,0.67
2055,2016.03.82,0.6020408163265306
2205,2016.03.82,0.75
2055,2016.03.81,0.6326530612244898
2205,2016.03.81,0.65
2311,2016.03.81,0.6944444444444444
2055,2016.03.80,0.7551020408163265
2205,2016.03.80,0.68
2055,2016.03.79,0.673469387755102
2205,2016.03.79,0.63
2055,2016.03.78,0.7755102040816326
2205,2016.03.78,0.71
2055,2016.03.77,0.8367346938775511
2205,2016.03.77,0.74
2055,2016.03.76,0.6224489795918368
2205,2016.03.76,0.6
2205,2016.03.75,0.59
2311,2015.01.99,0.6759259259259259
2055,2016.03.74,0.7448979591836735
2205,2016.03.74,0.73
2311,2015.01.98,0.7592592592592593
2055,2016.03.73,0.673469387755102
2205,2016.03.73,0.69
2311,2015.01.97,0.5648148148148148
2055,2016.03.72,0.7040816326530612
2205,2016.03.72,0.68
2311,2015.01.96,0.7685185185185185
2055,2016.03.71,0.5204081632653061
2205,2016.03.71,0.67
2311,2015.01.95,0.6851851851851852
2055,2016.03.70,0.47959183673469385
2205,2016.03.70,0.43
2311,2015.01.94,0.6851851851851852
2311,2015.01.92,0.6111111111111112
2055,2016.03.69,0.8469387755102041
2205,2016.03.69,0.83
2055,2016.03.68,0.673469387755102
2205,2016.03.68,0.69
2055,2016.03.67,0.45918367346938777
2205,2016.03.67,0.51
2055,2016.03.66,0.6020408163265306
2205,2016.03.66,0.53
2055,2016.03.65,0.7755102040816326
2205,2016.03.65,0.68
2167,2015.01.89,0.5841584158415841
2311,2015.01.89,0.6388888888888888
2055,2016.03.64,0.6632653061224489
2205,2016.03.64,0.66
2311,2015.01.88,0.7685185185185185
2055,2016.03.63,0.5918367346938775
2205,2016.03.63,0.51
2311,2015.01.87,0.7407407407407407
2055,2016.03.62,0.47959183673469385
2205,2016.03.62,0.5
2055,2016.03.61,0.8061224489795918
2205,2016.03.61,0.8
2055,2016.03.60,0.6428571428571429
2205,2016.03.60,0.73
2167,2015.01.85,0.7227722772277227
2262,2015.01.85,0.84
2311,2015.01.83,0.75
2311,2015.01.82,0.5925925925925926
2311,2015.01.81,0.75
2311,2015.01.80,0.6018518518518519
2055,2016.03.59,0.826530612244898
2205,2016.03.59,0.68
2055,2016.03.58,0.6530612244897959
2205,2016.03.58,0.66
2055,2016.03.57,0.30612244897959184
2205,2016.03.57,0.47
2311,2016.03.57,0.4722222222222222
2055,2016.03.56,0.6428571428571429
2205,2016.03.56,0.68
2055,2016.03.55,0.5612244897959183
2205,2016.03.55,0.75
2055,2016.03.54,0.7959183673469388
2205,2016.03.54,0.74
2311,2015.01.78,0.7962962962962963
2055,2016.03.53,0.4387755102040816
2205,2016.03.53,0.57
2311,2015.01.77,0.7962962962962963
2055,2016.03.52,0.8469387755102041
2205,2016.03.52,0.72
2055,2016.03.51,0.6938775510204082
2205,2016.03.51,0.66
2055,2016.03.50,0.7755102040816326
2205,2016.03.50,0.81
2167,2015.01.75,0.5742574257425742
2311,2015.01.75,0.5925925925925926
2167,2015.01.74,0.46534653465346537
2311,2015.01.74,0.4722222222222222
2311,2015.01.73,0.6574074074074074
2311,2015.01.72,0.7592592592592593
2311,2015.01.71,0.5092592592592593
2144,2016.03PA.158,0.6
2205,2016.03PA.158,0.72
2144,2016.03PA.157,0.6909090909090909
2205,2016.03PA.157,0.77
2144,2016.03PA.156,0.5727272727272728
2205,2016.03PA.156,0.7
2144,2016.03PA.155,0.5727272727272728
2205,2016.03PA.155,0.67
2144,2016.03PA.154,0.6727272727272727
2144,2016.03PA.153,0.7
2205,2016.03PA.153,0.73
2144,2016.03PA.152,0.6909090909090909
2205,2016.03PA.152,0.72
2144,2016.03PA.151,0.8454545454545455
2205,2016.03PA.151,0.75
2144,2016.03PA.150,0.7272727272727273
2205,2016.03PA.150,0.66
2055,2016.03.49,0.4897959183673469
2205,2016.03.49,0.59
2055,2016.03.48,0.6836734693877551
2205,2016.03.48,0.68
2055,2016.03.47,0.5408163265306123
2205,2016.03.47,0.51
2311,2016.03.47,0.4351851851851852
2055,2016.03.46,0.8775510204081632
2205,2016.03.46,0.81
2055,2016.03.45,0.8061224489795918
2205,2016.03.45,0.73
2311,2015.01.69,0.7129629629629629
2055,2016.03.44,0.6530612244897959
2205,2016.03.44,0.7
2311,2015.01.68,0.6944444444444444
2055,2016.03.43,0.5
2205,2016.03.43,0.62
2311,2015.01.67,0.8055555555555556
2055,2016.03.42,0.6836734693877551
2205,2016.03.42,0.69
2205,2016.03.41,0.62
2311,2016.03.41,0.7592592592592593
2311,2015.01.65,0.7129629629629629
2055,2016.03.40,0.8163265306122449
2205,2016.03.40,0.78
2311,2015.01.64,0.6481481481481481
2311,2015.01.63,0.6574074074074074
2167,2015.01.62,0.6831683168316832
2311,2015.01.62,0.7222222222222222
2311,2015.01.61,0.7314814814814815
2144,2016.03PA.148,0.6363636363636364
2205,2016.03PA.148,0.77
2144,2016.03PA.147,0.6818181818181818
2205,2016.03PA.147,0.8
2144,2016.03PA.146,0.6
2205,2016.03PA.146,0.66
2144,2016.03PA.145,0.45454545454545453
2205,2016.03PA.145,0.52
2307,2016.03PA.145,0.5818181818181818
2144,2016.03PA.144,0.5727272727272728
2205,2016.03PA.144,0.66
2144,2016.03PA.143,0.6090909090909091
2205,2016.03PA.143,0.66
2144,2016.03PA.141,0.6363636363636364
2205,2016.03PA.141,0.73
2144,2016.03PA.140,0.8181818181818182
2205,2016.03PA.140,0.82
2055,2016.03.39,0.7040816326530612
2205,2016.03.39,0.7
2055,2016.03.38,0.5306122448979592
2205,2016.03.38,0.66
2055,2016.03.37,0.7959183673469388
2205,2016.03.37,0.73
2055,2016.03.36,0.5408163265306123
2205,2016.03.36,0.71
2055,2016.03.35,0.7244897959183674
2205,2016.03.35,0.62
2055,2016.03.34,0.8061224489795918
2205,2016.03.34,0.73
2311,2015.01.58,0.6666666666666666
2055,2016.03.33,0.7857142857142857
2205,2016.03.33,0.77
2055,2016.03.32,0.6224489795918368
2205,2016.03.32,0.7
2055,2016.03.31,0.7142857142857143
2205,2016.03.31,0.72
2167,2015.01.56,0.5544554455445545
2311,2015.01.56,0.5740740740740741
2311,2015.01.55,0.6944444444444444
2055,2016.03.30,0.5
2205,2016.03.30,0.67
2311,2015.01.54,0.5555555555555556
2311,2015.01.53,0.6203703703703703
2311,2015.01.52,0.6944444444444444
2311,2015.01.51,0.5370370370370371
2311,2015.01.50,0.6388888888888888
2144,2016.03PA.139,0.6272727272727273
2205,2016.03PA.139,0.72
2144,2016.03PA.138,0.6090909090909091
2205,2016.03PA.138,0.71
2144,2016.03PA.137,0.5727272727272728
2205,2016.03PA.137,0.64
2167,2016.01.9,0.5247524752475248
2262,2016.01.9,0.7
2167,2016.01.8,0.594059405940594
2262,2016.01.8,0.5
2167,2016.01.7,0.6732673267326733
2262,2016.01.7,0.68
2167,2016.01.6,0.3564356435643564
2262,2016.01.6,0.37
2167,2016.01.5,0.6633663366336634
2262,2016.01.5,0.63
2167,2016.01.4,0.5247524752475248
2262,2016.01.4,0.49
2167,2016.01.3,0.801980198019802
2262,2016.01.3,0.85
2167,2016.01.2,0.8514851485148515
2262,2016.01.2,0.75
2167,2016.01.1,0.6138613861386139
2262,2016.01.1,0.49
2055,2016.03.29,0.7857142857142857
2205,2016.03.29,0.74
2055,2016.03.28,0.7346938775510204
2205,2016.03.28,0.7
2055,2016.03.27,0.7244897959183674
2205,2016.03.27,0.66
2055,2016.03.26,0.6632653061224489
2205,2016.03.26,0.65
2055,2016.03.25,0.5612244897959183
2311,2015.01.49,0.6851851851851852
2055,2016.03.24,0.7653061224489796
2205,2016.03.24,0.75
2055,2016.03.23,0.8163265306122449
2205,2016.03.23,0.73
2055,2016.03.22,0.7857142857142857
2205,2016.03.22,0.67
2311,2015.01.46,0.7314814814814815
2055,2016.03.21,0.6938775510204082
2205,2016.03.21,0.78
2055,2016.03.20,0.5102040816326531
2205,2016.03.20,0.65
2167,2015.01.45,0.5445544554455446
2311,2015.01.45,0.42592592592592593
2311,2015.01.42,0.8333333333333334
2311,2015.01.41,0.6203703703703703
2055,2016.03.19,0.6326530612244898
2205,2016.03.19,0.72
2055,2016.03.18,0.5612244897959183
2205,2016.03.18,0.68
2055,2016.03.17,0.7244897959183674
2205,2016.03.17,0.69
2055,2016.03.16,0.826530612244898
2205,2016.03.16,0.66
2055,2016.03.15,0.6632653061224489
2205,2016.03.15,0.72
2311,2015.01.39,0.7314814814814815
2055,2016.03.14,0.7551020408163265
2205,2016.03.14,0.77
2311,2015.01.38,0.6018518518518519
2055,2016.03.13,0.7959183673469388
2205,2016.03.13,0.78
2055,2016.03.12,0.6224489795918368
2205,2016.03.12,0.63
2311,2015.01.36,0.7407407407407407
2055,2016.03.11,0.7653061224489796
2205,2016.03.11,0.77
2311,2015.01.35,0.7129629629629629
2055,2016.03.10,0.7142857142857143
2205,2016.03.10,0.75
2311,2015.01.34,0.6203703703703703
2311,2015.01.33,0.6759259259259259
2311,2015.01.31,0.6759259259259259
2311,2015.01.30,0.5833333333333334
2311,2015.01.29,0.7407407407407407
2311,2015.01.28,0.6759259259259259
2311,2015.01.27,0.6574074074074074
2311,2015.01.26,0.7592592592592593
2311,2015.01.25,0.6018518518518519
2311,2015.01.24,0.6944444444444444
2311,2015.01.23,0.7129629629629629
2311,2015.01.22,0.6481481481481481
2311,2015.01.21,0.7129629629629629
2311,2015.01.20,0.5740740740740741
2311,2015.01.9,0.6851851851851852
2311,2015.01.19,0.7685185185185185
2311,2015.01.8,0.7222222222222222
2311,2015.01.167,0.6759259259259259
2311,2015.01.7,0.5277777777777778
2311,2015.01.166,0.5648148148148148
2311,2015.01.17,0.7870370370370371
2167,2015.01.6,0.62
2311,2015.01.6,0.7222222222222222
2311,2015.01.165,0.7777777777777778
2311,2015.01.5,0.7777777777777778
2167,2015.01.16,0.6336633663366337
2311,2015.01.16,0.6759259259259259
2311,2015.01.164,0.7870370370370371
2311,2015.01.15,0.7129629629629629
2311,2015.01.14,0.6203703703703703
2311,2015.01.3,0.6666666666666666
2311,2015.01.2,0.5648148148148148
2167,2015.01.13,0.5643564356435643
2311,2015.01.13,0.5185185185185185
2262,2015.01.12,0.44
2311,2015.01.11,0.6296296296296297
2311,2015.01.10,0.7129629629629629
2311,2015.01.151,0.5925925925925926
2205,,0.64
2205,,0.26
2205,,0.3
2262,,0.43
